,name,value,open_value,market_cap(억원),market_cap_rank
1493,흥국화재우,7090,7100,54,코스피1494위
1494,KINDEX 차이나항셍테크,10850,10900,54,
1495,신한 인버스 브렌트원유 선물 ETN(H),5395,5430,54,
1496,JW중외제약2우B,58000,58700,54,코스피1496위
1497,KBSTAR 중소형모멘텀밸류,11840,11840,53,
1498,KG동부제철우,99300,99400,53,코스피1499위
1499,TIGER MSCI KOREA ESG유니버설,12610,12490,53,
1500,TRUE 인버스 나스닥 100 ETN,5165,5175,52,
1501,KBSTAR 국채선물10년인버스,47725,47800,52,
1502,KODEX 미국달러선물인버스,10205,10160,51,
1503,JW중외제약우,28750,29400,51,코스피1503위
1504,KBSTAR 내수주플러스,10560,10485,51,
1505,KODEX 국채선물3년인버스,49675,49710,51,
1506,KBSTAR 200고배당커버드콜ATM,7225,7210,51,
1507,동부건설우,22050,22000,50,코스피1508위
1508,TIGER S&P글로벌인프라(합성),9945,9910,50,
1509,KINDEX 국채선물3년인버스,99270,99365,50,
1510,KBSTAR 200에너지화학,13615,13500,49,
1511,ARIRANG 코스닥150선물인버스,7505,7630,49,
1512,코리아써키트2우B,6170,6300,48,코스피1513위
1513,KINDEX 국채선물10년인버스,95510,95510,48,
1514,KODEX 미국채울트라30년선물인버스(H),7945,7950,48,
1515,성문전자우,7910,8070,47,코스피1516위
1516,ARIRANG 글로벌MSCI(합성 H),15795,15970,47,
1517,KODEX 미국달러선물인버스2X,9865,9765,47,
1518,KODEX 밸류Plus,9435,9350,47,
1519,KODEX WTI원유선물인버스(H),9910,9960,47,
1520,유유제약2우B,28450,27950,47,코스피1521위
1521,KODEX China H선물인버스(H),9270,9380,46,
1522,ARIRANG KS퀄리티가중TR,15420,15355,46,
1523,KBSTAR 200선물인버스,5110,5205,46,
1524,KBSTAR 차이나H선물인버스(H),9130,9200,46,
1525,KOSEF 코스닥150선물인버스,8600,8705,46,
1526,KBSTAR 코스닥150선물인버스,4995,5080,45,
1527,미래에셋 인버스 전기전자 Core5 ETN,2195,2195,44,
1528,KOSEF 코스닥150선물,9080,8960,44,
1529,ARIRANG 200동일가중,10780,10645,43,
1530,진흥기업우B,4965,4905,43,코스피1531위
1531,KBSTAR 200생활소비재,8865,8925,43,
1532,TIGER 200 산업재,6045,5930,42,
1533,KBSTAR 미국장기국채선물인버스(H),8440,8450,42,
1534,KOSEF 200선물인버스,5125,5150,42,
1535,TIGER 200 생활소비재,11605,11705,42,
1536,KODEX 멀티에셋하이인컴(H),10335,10245,41,
1537,동양우,6690,6690,41,코스피1538위
1538,ARIRANG ESG우수기업,8950,8905,40,
1539,KOSEF 배당바이백Plus,16080,16080,40,
1540,ARIRANG KS로우사이즈가중TR,16030,15895,40,
1541,TIGER 일본엔선물레버리지,9950,10170,40,
1542,대신 인버스 니켈선물 ETN(H),5675,5780,40,
1543,KOSEF 저PBR가중,15790,15670,39,
1544,KODEX 골드선물인버스(H),7750,7765,39,
1545,TIGER 일본엔선물인버스,9620,9530,38,
1546,TIGER 원유선물인버스(H),6955,7225,38,
1547,삼성 인버스 2X 구리 선물 ETN(H),3805,4020,38,
1548,TIGER 금속선물(H),6240,6100,37,
1549,ARIRANG S&P글로벌인프라,10680,10600,37,
1550,KBSTAR 수출주,12375,12210,37,
1551,KBSTAR 모멘텀밸류,14700,14525,37,
1552,KBSTAR 중소형모멘텀로우볼,10400,10465,36,
1553,동양2우B,11500,11700,35,코스피1554위
1554,TIGER 일본엔선물인버스2X,8840,8685,35,
1555,신한 인버스 2X 구리 선물 ETN,3520,3735,35,
1556,ARIRANG 코스닥150,13875,13715,35,
1557,KBSTAR 우량업종,11535,11410,35,
1558,KBSTAR 미국장기국채선물인버스2X(합성 H),6820,6890,34,
1559,진흥기업2우B,11500,11300,34,코스피1560위
1560,신원우,33350,33250,30,코스피1561위
1561,흥국화재2우B,19600,19600,30,코스피1562위
1562,대신 인버스 철광석 선물 ETN(H),1505,1500,30,
1563,KBSTAR 국채선물10년,55365,55280,30,
1564,노루홀딩스우,15600,16350,29,코스피1565위
1565,ARIRANG KRX300IT,19805,19900,28,
1566,KBSTAR 팔라듐선물인버스(H),5270,5260,26,
1567,KBSTAR 200금융,8195,8150,25,
1568,KBSTAR 200경기소비재,11810,11615,24,
1569,동양3우B,24850,25800,22,코스피1570위
1570,KBSTAR 200중공업,8480,8475,22,
1571,KBSTAR 200건설,10945,10945,20,
1572,KBSTAR 200산업재,10810,10620,19,
1573,KBSTAR 200철강소재,7920,7700,19,
1574,QV 인버스 레버리지 WTI원유 선물 ETN(H),680,690,14,
